filename,length,chroma_stft_mean,chroma_stft_var,rms_mean,rms_var,spectral_centroid_mean,spectral_centroid_var,spectral_bandwidth_mean,spectral_bandwidth_var,rolloff_mean,rolloff_var,zero_crossing_rate_mean,zero_crossing_rate_var,harmony_mean,harmony_var,perceptr_mean,perceptr_var,tempo,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,label
blues.00011.wav,661794,0.367152065,0.102328755,0.06574069,0.00249991,1352.659665,512135.0899,1756.779795,220626.792,2880.777863,2933408.182,0.043930585,0.001895712,8.72E-06,0.005011768,-1.42E-05,0.000633674,161.4990234,-287.9237366,5931.473145,124.0187531,996.1501465,5.469891548,302.2088623,33.65740967,344.6201477,1.095497131,441.3497314,14.70533466,235.3822784,-4.877008438,149.7242279,8.670524597,189.3852692,0.78540498,148.72995,6.579526901,114.2625656,-4.874973774,93.77970123,-3.178223848,84.17617798,-5.536157608,65.99601746,blues
blues.00012.wav,661794,0.269391119,0.093901649,0.119046055,0.004052797,1360.641197,257065.39,1567.565225,45236.51136,2738.638738,952898.8674,0.069095007,0.002380562,-2.90E-06,0.012530157,-5.91E-05,0.002633025,184.5703125,-207.2233124,4575.482422,132.8305511,666.289856,-15.4288435,934.8248291,60.97092438,331.4803162,0.729872108,313.2835693,12.43764687,101.2825394,1.182799578,108.5778809,-1.546623349,111.4805222,-17.87943649,96.59264374,8.352728844,95.0617981,-2.458161592,139.6365051,-0.603385031,92.78259277,0.385960877,86.47475433,blues
blues.00013.wav,661794,0.264712811,0.091175742,0.113169827,0.004188918,1324.293218,171474.9931,1828.039254,78278.56676,2710.2692,1074400.279,0.051401703,0.001255388,-1.60E-05,0.012680719,-6.10E-05,0.001604579,107.6660156,-209.8261566,1969.792114,124.4632187,541.6416016,10.34245396,662.9674072,47.01090622,148.6479797,6.508125305,102.0747299,15.41051769,146.4034271,-2.005107403,69.79351807,6.706564426,76.44962311,-21.55763245,96.3316803,10.71840668,95.94818878,-5.523688316,90.61988831,-2.199805498,59.18162537,-3.034864902,52.44147491,blues
blues.00014.wav,661794,0.329036325,0.108111456,0.067054532,0.00271697,1171.848227,147278.5459,1705.519299,96584.44337,2344.246382,877596.5562,0.045036676,0.001559971,-0.000118958,0.00471706,-0.000197333,0.001199741,151.9990809,-305.6547241,8194.195313,113.0863419,683.2160645,12.11442757,1462.424438,45.03370285,224.9457245,17.76282501,250.1339874,14.57332897,154.8947754,4.159430027,157.2236786,0.213544786,167.2480927,-7.026994705,97.64789581,13.64199162,76.81679535,8.929174423,89.87432098,1.303005934,62.80845261,5.961250782,64.33977509,blues
blues.00015.wav,661794,0.269690424,0.094989382,0.080624022,0.002828972,1420.365165,199958.9785,1731.164281,81354.26151,2929.964495,700098.974,0.063701255,0.00194099,-1.26E-05,0.004724677,-8.70E-05,0.002335563,99.38401442,-238.5155334,4378.723633,120.1101761,728.7022705,-4.229358673,978.758728,42.29069519,383.4174805,5.928563118,298.7622681,13.9172678,117.4157639,5.357867718,119.5059967,1.895557284,143.876358,-16.93667603,89.84027863,12.35062122,76.24281311,3.945979834,81.62143707,-1.393584847,60.97874451,0.019285234,60.57313919,blues
blues.00016.wav,661794,0.304185569,0.09849298,0.081471749,0.002641043,1454.963941,152317.1235,1825.79796,116774.7357,3009.460817,1010620.015,0.061344061,0.001418798,-2.35E-05,0.004507206,-0.000109743,0.002415149,198.7680288,-233.7590942,4963.079102,120.6751404,562.0910645,-3.174806118,1207.626099,39.51847839,396.6693726,3.818336725,285.4164124,18.83714104,156.1588287,-3.677817345,100.5018845,4.433138371,111.4302597,-14.96552658,101.5439835,17.57821655,102.2107239,1.841871858,108.6203842,2.549421549,66.49481201,-1.233167887,65.03624725,blues
blues.00017.wav,661794,0.302123994,0.093345679,0.09330608,0.002150767,1088.84423,231640.7778,1410.984259,69795.44291,2134.992942,1081720.085,0.048326249,0.000845165,-1.19E-05,0.006776456,-7.67E-05,0.001522402,172.265625,-245.6993713,5194.901855,140.4910889,800.3100586,-2.789754391,796.6677246,60.43143463,360.1268921,18.91905212,235.6734314,9.829608917,99.66451263,3.559146166,118.5757675,0.51537168,93.45030975,-16.38768196,129.2736969,6.627509594,105.2487335,7.259214401,96.8011322,-4.014427662,71.3873291,1.602120638,72.96579742,blues
blues.00018.wav,661794,0.2699323,0.097657748,0.079706371,0.002956254,1537.587699,193102.06,2054.529511,145776.7414,3495.515006,1827899.522,0.05614177,0.001722205,-4.58E-05,0.006933582,-0.000198296,0.001052873,83.35433468,-252.4930115,2874.313477,104.9371109,603.6761475,15.33231258,662.7856445,42.6669693,163.3304291,6.783058167,93.03133392,21.60568237,117.297081,-1.297840834,73.32648468,5.67540741,100.602623,-16.63263512,125.6936035,12.17310333,123.5271149,-1.947284937,52.0010376,1.950844049,64.87306976,-0.890319288,48.80571365,blues
blues.00019.wav,661794,0.257324815,0.095963299,0.097659752,0.002575091,1195.470376,249522.9412,1481.31888,46970.5432,2235.264725,1208028.724,0.058886039,0.001798326,-2.59E-05,0.006598067,-0.000166766,0.002578083,123.046875,-236.6567535,5578.513672,138.409256,536.3730469,-4.912910938,1166.863281,47.62917328,312.346405,5.184200764,467.4169617,8.876614571,91.73295593,0.513814926,97.6889267,-3.804673195,159.3894348,-14.98887062,77.45317841,10.41706848,104.7316284,-0.333638072,134.6160889,0.775984287,80.5916214,1.777318478,77.99486542,blues
blues.00020.wav,661794,0.302611619,0.094329134,0.075474493,0.002498623,1390.301558,102976.4843,1911.31458,88916.80173,3006.171716,945949.5196,0.052586342,0.000616229,-5.77E-06,0.004551549,-8.91E-05,0.001486271,135.9991776,-230.3576508,2988.245117,127.078331,397.4442749,7.123446465,601.9910278,39.77489853,175.5900574,1.921049476,117.3448868,17.4117794,100.1903534,-5.619414806,79.66809082,8.249392509,69.28321838,-18.11688805,60.20223618,13.83506393,72.88883209,-3.76993227,71.59857941,2.572018385,74.63766479,-4.318346024,62.68772888,blues
blues.00021.wav,661794,0.321100384,0.103292286,0.10113208,0.003228397,1046.550011,291480.2784,1481.058089,70086.82817,1830.330592,1349215.136,0.047907452,0.002331309,-6.30E-06,0.008323918,-7.88E-05,0.002210791,99.38401442,-264.7225952,6342.383789,138.868454,1001.581604,11.19406223,1285.501343,48.50426102,371.8259583,14.93075657,248.8249664,20.58028412,130.0345917,3.2070086,119.956398,1.248955846,104.4849701,-15.84645653,95.33415222,15.97845936,85.21380615,3.369132757,79.07025909,-1.510807037,72.01755524,1.905925274,70.17162323,blues
blues.00022.wav,661794,0.306536794,0.097999975,0.113425851,0.003685632,1155.781221,314209.2922,1497.964259,59015.18836,2169.033056,1332253.574,0.058569959,0.002867969,-5.74E-06,0.009843897,-5.36E-05,0.003194851,95.703125,-233.9562531,6508.545898,136.1457062,959.8068237,3.324411392,1163.310913,48.92853165,384.2573853,8.715443611,304.4117432,13.96602154,166.225296,5.366596699,105.6846008,0.39953953,127.8802109,-13.46985245,151.4645386,16.87771797,82.47953033,5.148091793,114.5239182,-2.249821663,77.49278259,3.947907209,66.11287689,blues
blues.00023.wav,661794,0.280822664,0.091156647,0.102035165,0.003565879,1209.987863,131778.3726,1497.691564,51624.60782,2521.741261,610094.0415,0.05246701,0.001087785,-2.36E-05,0.008690364,-0.000115363,0.00211057,184.5703125,-227.2253418,4149.078125,137.7880707,507.4224548,-14.49956799,1245.026001,63.56092834,211.4546051,5.617667675,153.0757599,11.958148,95.86118317,1.90796864,100.8471146,-1.889386773,87.95253754,-7.604216576,97.24584198,-2.473288059,98.32052612,-2.891010046,104.1144485,-9.433392525,87.89507294,-10.92921829,116.0469971,blues
blues.00024.wav,661794,0.263112217,0.099992849,0.08694727,0.00251056,1120.019467,176458.3835,1447.889899,53783.80604,2323.820648,1140579.404,0.047276048,0.001078994,-6.32E-06,0.006556988,-9.88E-05,0.001711179,103.359375,-274.3658142,5918.534668,130.4112549,500.312439,-6.351286888,1343.772095,70.40298462,311.1387939,13.26972771,230.3588867,9.473775864,155.5479431,7.735329628,121.5620651,-1.234966397,150.2664032,-0.572390199,94.13539124,-2.303354263,68.87449646,3.77351594,76.87062836,0.075612076,73.60943604,-0.938971817,126.637764,blues
blues.00025.wav,661794,0.290959746,0.091075696,0.089215219,0.003113222,1109.352784,138699.6882,1463.217702,37692.26706,2243.341758,838237.5909,0.051697391,0.001339266,-8.26E-06,0.006751272,-2.33E-06,0.001711493,92.28515625,-249.2845612,3980.260986,131.0046844,338.3415833,0.67143476,1579.126099,66.70393372,298.3699646,17.91480255,183.4181213,4.621685982,173.2145844,6.613105297,96.4634552,1.242521286,98.25904083,1.412567258,75.65875244,-1.589807868,91.90690613,-0.981921494,101.5736694,-3.575791121,85.14086914,-2.9269557,86.28298187,blues
blues.00026.wav,661794,0.278378457,0.095014669,0.077110194,0.005945713,1198.459085,161879.864,1573.500275,84832.42179,2477.275946,994270.4002,0.051972686,0.001486869,-3.20E-05,0.008413441,-6.37E-05,0.001918068,83.35433468,-284.8483887,6201.416504,108.7495499,676.8225098,9.129683495,1447.732178,51.25131226,294.6149902,18.12371635,210.4651184,7.632777214,181.7389526,8.775374413,121.5128784,2.365381718,103.1889267,0.019261148,93.41172791,2.236927509,106.5563889,4.190629005,84.38259888,-3.304581404,97.56175995,1.614048243,68.65952301,blues
blues.00027.wav,661794,0.288707316,0.094127804,0.095810153,0.002195352,1391.841952,200234.0307,1494.954575,43476.23438,2811.698414,541206.879,0.072414413,0.002545687,-1.52E-05,0.00774115,-8.76E-05,0.001523694,92.28515625,-228.1670837,2816.117188,130.3396606,688.7937012,-23.310709,927.4036255,70.2002182,397.6061096,1.129326105,181.8854218,7.589113235,153.7705383,0.903395474,100.2176361,1.994443536,88.25128937,-6.158844471,61.87327194,-9.380717278,86.13019562,-2.563574791,107.859787,-4.521847725,58.9467926,-0.26998648,67.74782562,blues
blues.00028.wav,661794,0.276155472,0.098873332,0.099666774,0.004145586,1115.728202,105720.7979,1399.096825,52928.587,2290.646525,637938.2804,0.048019987,0.000816598,-8.88E-07,0.008189265,-3.02E-05,0.00261706,103.359375,-248.9622498,4966.48291,139.0317535,398.8231201,-16.24002457,1162.821533,57.11619186,330.3399658,20.19236183,158.1374512,10.16037273,133.1278229,4.576076031,124.906189,0.337924153,118.2062759,-7.862824917,69.81450653,-3.470245361,68.55309296,-2.64882493,79.34393311,-2.842671156,66.6624527,-0.894775093,95.32530975,blues
blues.00029.wav,661794,0.280356556,0.105621219,0.12473648,0.004812354,1648.835169,712342.5938,2189.985865,185296.9214,3759.892114,4161772.395,0.05289487,0.003247441,-4.68E-06,0.016765734,5.64E-07,0.001319035,129.1992188,-233.7151031,3684.393555,101.1990204,885.5328979,17.65089989,375.3512878,23.74063492,219.3377533,2.079885244,227.5444489,25.9389019,135.6668549,-16.96904373,338.927124,15.07957077,113.6648865,-22.27737808,98.2674942,4.385386467,122.7105331,-23.19758034,167.4727325,-6.036645889,81.7937088,-5.057098389,80.93865967,blues
blues.00030.wav,661794,0.263193846,0.094372906,0.170062065,0.003187954,1379.189382,550980.4018,2004.210663,269867.2347,3016.513649,4575644.37,0.039366118,0.00094557,2.56E-06,0.027215544,5.41E-06,0.001536021,151.9990809,-206.9381104,2028.037476,117.7918396,763.6229248,23.26499176,281.4787903,28.30004501,261.2688599,-1.102283239,195.8452148,18.86718369,160.9580536,-21.97161102,212.3795471,17.84802437,137.2472382,-25.59023666,200.2119598,2.135104656,103.0959702,-17.77729797,73.19210052,-8.010591507,60.4163208,-17.62014198,72.7247467,blues
blues.00031.wav,661794,0.253553212,0.099251412,0.151517645,0.003189892,1330.715617,352281.5433,1973.410538,234462.8056,2898.788813,3710386.844,0.042947225,0.001096176,-1.35E-06,0.023249941,2.48E-06,0.000849604,151.9990809,-221.8434906,2512.236816,110.8524246,586.2338257,18.63755035,190.4026947,30.92843056,180.5953979,3.29622817,221.2483063,22.58995628,100.5840149,-20.40655518,318.599762,12.12296963,114.5091324,-26.33045769,109.0988846,-4.354130268,102.0910568,-26.38385391,129.0629883,-13.03219604,107.7287827,-12.65503693,146.3084106,blues
blues.00032.wav,661794,0.276244789,0.097367108,0.101321355,0.003950803,1309.382408,756062.6123,1883.042903,284143.6637,2763.186256,4687546.709,0.039388398,0.003158096,2.19E-06,0.012840683,-1.45E-06,0.000446515,143.5546875,-288.7150879,5322.692383,105.9263611,830.8413696,18.8199501,434.69104,23.67445946,342.6305237,5.700168133,380.9430847,25.55908585,163.9484558,-13.45049381,228.0519562,12.42951202,125.7018585,-11.96118641,196.8822632,1.589508176,132.3746796,-15.62306976,126.5583191,-6.638754845,82.04120636,-11.6857872,102.9786072,blues
blues.00033.wav,661794,0.260635287,0.094783746,0.133213505,0.002252235,1430.492433,700841.7802,2075.501263,275222.7549,3245.468387,5568942.084,0.041973683,0.001439137,5.59E-06,0.016945537,-3.11E-06,0.000993361,151.9990809,-238.9512024,3222.492676,108.7054367,822.8814697,34.14584732,278.9090881,30.2111454,303.0840759,-0.502582312,237.9986877,27.29295731,140.460434,-21.39948082,286.063446,14.1718626,139.5870361,-24.51231194,117.4361496,-1.884265661,179.391922,-28.05750084,127.1483917,-11.2557478,87.61347961,-16.46436119,90.64503479,blues
blues.00034.wav,661794,0.262363791,0.099145263,0.135935396,0.003222695,1537.098021,341078.3332,2157.363049,161000.5101,3602.42328,3714412.481,0.045702445,0.000691172,-2.49E-06,0.016842345,5.18E-07,0.001753094,184.5703125,-217.154892,3600.080322,105.784462,534.0552979,15.60650921,358.3144226,25.25981903,219.2932587,-1.445765615,215.9006653,30.19951248,117.5302353,-17.71738434,223.6455841,17.31879807,126.5010986,-27.21879768,112.2057724,4.336658955,177.2894135,-20.06199455,115.2233658,-10.70078564,70.8155365,-14.23264122,104.9773331,blues
blues.00035.wav,661794,0.288384825,0.096550502,0.173378721,0.003346121,1506.872876,414007.0987,2096.692973,246870.0935,3404.186247,4183767.96,0.045419975,0.000573981,9.68E-07,0.026465833,7.28E-06,0.002103986,129.1992188,-171.7732697,1943.114502,120.2935791,693.2811279,15.34043121,269.1687927,21.10759163,146.6925812,-5.385007858,175.8273163,24.195364,119.1139755,-24.13754654,145.4853668,18.54475212,100.469986,-22.34850121,139.3845673,1.319496036,116.1688538,-20.76322556,68.07737732,-4.981887817,81.39246368,-17.10808754,86.43946075,blues
blues.00036.wav,661794,0.233398125,0.094942361,0.197746828,0.004709624,1247.35503,263810.9715,1908.092152,194302.5503,2620.189467,3027437.919,0.036907341,0.000348537,2.64E-06,0.036642946,1.57E-06,0.002290204,151.9990809,-200.199295,2875.691406,116.3630829,485.3923035,18.04737091,200.8189697,25.26357079,291.3186035,0.310054719,180.0843201,24.17725182,100.0574188,-22.22351456,309.0710449,11.18353367,94.9992218,-26.84626389,97.30477905,-7.6373806,110.6228867,-24.85609627,124.1042404,-12.01226807,98.69857788,-17.01597595,78.02452087,blues
blues.00037.wav,661794,0.248634085,0.097984977,0.069188438,0.002232938,1188.308142,369484.3724,1682.835308,200192.7401,2339.291913,2993313.393,0.048163866,0.001272015,5.22E-06,0.005156494,-1.88E-06,0.000791631,123.046875,-328.5606995,7468.834473,102.7285156,633.100708,19.83658409,704.3123169,26.706007,170.9333191,7.145409107,253.1054688,22.72798157,248.4112549,-6.951726913,209.0215607,12.81698322,155.0688324,-10.7279129,158.396759,-0.424693763,83.39896393,-12.37879562,110.2850189,-8.898337364,111.2140579,-9.208457947,127.2696152,blues
blues.00038.wav,661794,0.265888095,0.097052492,0.168083832,0.00392026,1514.100673,551966.1366,2141.012234,222537.0867,3451.915683,4234637.943,0.044373172,0.00201443,-1.54E-07,0.027409947,1.81E-05,0.001353289,86.1328125,-192.6574554,3217.813721,111.1571198,760.8934937,21.36100578,298.2092896,26.39940453,250.6232605,-0.644347608,190.3995667,23.49151421,170.5134125,-25.46989441,120.2773132,16.92310333,142.0582733,-16.97565079,190.4844513,5.775643349,97.56303406,-25.73842239,85.9200592,-5.051983833,73.3147049,-17.62748909,81.18247986,blues
blues.00039.wav,661794,0.255245864,0.097150341,0.08586248,0.00262754,1151.008993,514842.39,1709.083976,330182.2983,2311.446967,3921596.946,0.035320899,0.000946012,-1.12E-06,0.00910065,-2.15E-06,0.000305648,117.4538352,-301.7304993,5067.632813,111.5428772,593.4768677,21.9002285,301.9720459,16.15112114,242.0589752,8.200673103,284.0451355,22.08437347,138.2540283,-8.597672462,281.0601196,1.488774657,121.0082932,-17.0714016,113.3148651,-8.334584236,113.655159,-17.00835991,106.5495682,-10.57377052,89.16629028,-15.67957592,78.43457031,blues
blues.00040.wav,661794,0.397995919,0.080510378,0.134891987,0.000777348,2272.439547,202304.9292,2356.806514,50239.39059,5108.21536,581497.1936,0.097643033,0.001382411,-0.002389643,0.008112595,-0.004270952,0.004319395,172.265625,-110.2479935,1286.980957,90.70293427,230.3152313,-2.525755882,227.4539642,74.05793762,114.1578674,-11.75332165,113.3882446,39.20773697,66.12700653,-13.16056252,86.4786377,20.54209328,50.3543663,-17.15308952,47.22924042,12.81263256,93.59860229,-21.43007469,41.15583801,5.952003956,49.01599884,-8.023324013,47.28433228,blues
blues.00041.wav,661794,0.386867732,0.085419767,0.129165843,0.000870416,2390.3901,306621.4271,2463.308269,80088.45136,5403.435076,953674.7801,0.102260746,0.001595799,-0.002515339,0.008558908,-0.004284764,0.00403103,129.1992188,-107.1702652,1416.617188,88.4881897,379.2980347,-4.169412613,324.2272949,55.47771072,129.486969,-8.013871193,107.0849304,38.41516113,70.49368286,-6.410025597,89.55788422,28.57266808,85.70184326,-19.82160759,54.80301285,13.23808956,124.9676132,-19.25309944,68.81069183,12.07236099,52.38496399,-4.578393936,56.83844376,blues
blues.00042.wav,661794,0.377538472,0.092428043,0.111001283,0.00052741,2301.609667,205198.41,2367.518781,47313.15891,5187.578454,563372.8108,0.09782392,0.001826024,-0.003128488,0.008445954,-0.003697448,0.001964625,89.10290948,-159.551651,2441.065674,69.79762268,240.6973572,-4.398991108,515.1087036,76.84658051,111.3990479,3.918826818,118.8547134,45.17317581,40.95118713,-4.855005741,58.1779213,32.20482635,45.03730774,-9.796014786,68.35791779,7.812651157,66.81945038,-21.82110405,72.39372253,9.690987587,40.77043533,-2.587712765,79.42484283,blues
blues.00043.wav,661794,0.398920625,0.085154295,0.127385557,0.001321201,2155.879629,188051.8641,2372.127374,60288.40893,5011.574078,938313.8686,0.08717463,0.001224903,-0.002492728,0.007334413,-0.003988667,0.004676622,129.1992188,-109.1059952,2209.617188,100.6087723,230.3055573,-8.656534195,385.6339417,47.35041428,82.88181305,-6.558297634,89.75580597,39.6076355,92.59817505,-8.515619278,90.86161804,29.56554604,40.90974045,-16.58553505,59.16259384,13.163908,113.8480301,-24.2092514,41.13456345,6.576562881,62.92128372,-8.647177696,43.5920639,blues
blues.00044.wav,661794,0.390174925,0.086309835,0.136320919,0.000473977,2278.961252,170895.9041,2375.248703,53001.8347,5198.59486,569656.8624,0.092525332,0.000902476,-0.002167898,0.010275906,-0.00465718,0.003142594,135.9991776,-109.5125885,826.2211914,86.92136383,227.9039612,-8.594191551,279.7836609,64.48953247,82.28236389,-6.301508904,55.08537674,43.64348984,38.86128616,-8.29083252,51.59377289,28.54578209,54.83240891,-14.08267498,77.60881805,8.128630638,85.44790649,-21.48808479,69.45967102,11.08833885,95.00495148,-5.091685295,91.58102417,blues
blues.00045.wav,661794,0.429436803,0.089978315,0.148358434,0.000708144,1739.134033,144924.3472,2290.407132,65373.92011,4551.14157,819701.5838,0.04804831,0.000266187,-0.002086361,0.013827315,-0.004862172,0.002335951,129.1992188,-163.2167664,667.5921021,89.77884674,207.6929932,12.9762516,134.9207764,80.70230103,43.42771149,3.665379047,32.8621521,39.73873901,38.83774567,-5.406734943,43.89649582,26.49373436,31.59306145,-13.1699276,38.01619339,2.704878092,35.93896103,-20.55013847,38.89620972,6.01482296,37.78506851,-2.903660297,50.24803925,blues
blues.00046.wav,661794,0.387967497,0.095173232,0.102601632,0.000946411,1913.0116,331561.4884,2361.735333,92593.22592,4777.823081,1288782.021,0.058457802,0.000907445,-0.003158172,0.005615068,-0.003450592,0.002587513,123.046875,-182.573761,2273.10791,90.66755676,450.9547424,14.1245451,267.2058105,67.54922485,173.5430756,2.678699493,117.6203461,38.42982483,65.77298737,-8.410714149,147.2190704,24.12955093,72.28844452,-13.78995228,59.91834641,4.833089352,58.70532608,-16.68522835,44.4446907,5.817601681,42.57936478,-5.146696568,49.5357399,blues
